課程代碼,課程名稱,教師,時間,教室
GR303C,壘球,余致萱,2-56,體操場
GR303D,壘球,余致萱,2-78,體操場
GR304A,體態雕塑,曾鈺閔,5-12,體適能中心
GR304B,體態雕塑,曾鈺閔,5-34,體適能中心
GR305A,健身運動,陳建廷,2-78,體適能中心
GR305B,健身運動,陳建廷,3-78,體適能中心
GR305C,健身運動,廖興洲,1-12,體適能中心
GR305D,健身運動,廖興洲,1-34,體適能中心
GR305E,健身運動,洪靖煊,3-12,體適能中心
GR305F,健身運動,洪靖煊,4-12,體適能中心
GR305G,健身運動,洪靖煊,4-34,體適能中心
GR374A,籃球(男)二,蔣懷孝,1-56,體外籃D
GR374B,籃球(男)二,蔣懷孝,4-56,體外籃D
GR387A,高爾夫(男.女)二,洪祥洲,5-12,
GR388A,瑜伽,許富菁,1-12,體韻律
GR388B,瑜伽,許富菁,2-12,體韻律
GR388C,瑜伽,許富菁,3-12,體韻律
GR388D,瑜伽,許富菁,4-12,體韻律
GR390A,籃球,陳建廷,2-56,體外籃A
GR390B,籃球,陳建廷,1-34,體外籃A
GR391A,楊家老架太極拳第一節,林建豪,1-56,體韻律
GR391B,楊家老架太極拳第一節,林建豪,1-78,體韻律
GR391C,楊家老架太極拳第一節,林建豪,2-34,體韻律
GR392A,楊家老架太極拳第二節,林建豪,3-78,體韻律
GR502A,桌球(男.女)二,林建豪,3-56,體桌球
GR503A,羽球(男.女)二,蘇榮立,4-34,體羽球
GR505A,網球(男.女)二,孔建嘉,2-12,體外網A
GR507A,網球一,孔建嘉,1-56,體外網A
GR507B,網球一,孔建嘉,1-78,體外網A
GR507C,網球一,孔建嘉,2-34,體外網A
GR507D,網球一,孔建嘉,2-56,體外網A
GR507E,網球一,孔建嘉,2-78,體外網A
GR507H,網球一,孔建嘉,3-56,體外網A
GR507I,網球一,劉揚,5-12,體外網A
GR507J,網球一,劉揚,5-34,體外網A
GR507K,網球一,詹正豐,5-56,體外網A
GR507L,網球一,詹正豐,5-78,體外網A
GR509A,飛盤,吳明城,1-56,體操場
GR509B,飛盤,吳明城,3-56,體操場
GR509C,飛盤,吳明城,3-78,體操場
GR510A,保齡球一(男.女),吳佳淑,1-12,
GR510B,保齡球一(男.女),吳佳淑,1-34,
GR510C,保齡球一(男.女),吳明城,2-56,
GR510D,保齡球一(男.女),吳明城,2-78,
GR510E,保齡球一(男.女),吳佳淑,5-56,
GR510F,保齡球一(男.女),吳佳淑,5-78,
GR575A,排球二(男.女),孟範武,2-56,體排球
GR575B,排球二(男.女),陳克舟,2-78,體籃球
GR675A,排球一(男.女),陳克舟,1-56,體排球
GR675B,排球一(男.女),陳克舟,1-78,體排球
GR675C,排球一(男.女),孟範武,2-12,體排球
GR675D,排球一(男.女),孟範武,2-34,體排球
GR675E,排球一(男.女),陳克舟,2-56,體籃球
GR675F,排球一(男.女),孟範武,2-78,體排球
GR675G,排球一(男.女),孟範武,3-12,體排球
GR675H,排球一(男.女),陳克舟,3-56,體排球
GR675I,排球一(男.女),陳克舟,3-78,體排球
GR675J,排球一(男.女),孟範武,4-12,體排球
GR675K,排球一(男.女),孟範武,4-34,體排球
GR675L,排球一(男.女),陳建廷,1-56,體外排A
GR675M,排球一(男.女),葉逸欣,5-12,體排球
GR675N,排球一(男.女),葉逸欣,5-34,體排球
GR675O,排球一(男.女),葉逸欣,5-56,體排球
GR675P,排球一(男.女),孟範武,4-56,體排球
GR677A,體育特別班一下,陳建廷,1-CD,體視聽
GR677B,體育特別班一下,張世聰,3-CD,體韻律
GR679A,體育特別班二下,陳克舟,2-CD,
GR679B,體育特別班二下,陳建廷,3-CD,體視聽
MN041A,全民國防教育軍事訓練課程-全民國防,李嬿雯,5-34,懷恩202
MN041B,全民國防教育軍事訓練課程-全民國防,李嬿雯,5-12,懷恩202
MN041C,全民國防教育軍事訓練課程-防衛動員,王浩成,1-56,懷恩202
MN041D,全民國防教育軍事訓練課程-防衛動員,王浩成,1-78,懷恩202
MN041E,全民國防教育軍事訓練課程-國防政策,吳美蒨,2-34,懷恩202
MN041F,全民國防教育軍事訓練課程-國防政策,吳美蒨,2-56,懷恩202
MN041G,全民國防教育軍事訓練課程-國際情勢,詹曉華,4-56,懷恩202
MN041H,全民國防教育軍事訓練課程-國際情勢,詹曉華,4-78,懷恩202
MN041I,全民國防教育軍事訓練課程-國防科技,袁佑偉,3-56,懷恩202
MN041J,全民國防教育軍事訓練課程-國防科技,袁佑偉,3-78,懷恩202
MN041K,全民國防教育軍事訓練課程-國防政策, ,1-34,懷恩202
MN041L,全民國防教育軍事訓練課程-國防政策, ,5-56,懷恩202
ST008L,職涯認證(專業自主學習),向鴻全,,
ST355L,專業自主學習(一),向鴻全,,
ST356L,專業自主學習(二),向鴻全,,
ST648L,專業自主學習,向鴻全,,
MA628V,書報討論(二), ,5-6,
MA420R,資訊安全,陳柏年,4-678,科學504
MA449R,圖論演算法,史青林,3-678,科學609A
MA508R,數理英文,曾培倫,1-CD,科學609A
MA522R,圖論,史青林,2-78C,科學609A
MA525R,數據趨動的科學,呂明杰,1-234,科學609A
MA628R,書報討論(二),陳柏年,5-6,科學B03
MA668R,機率論(二),曾培倫,2-234,科學609A
MA740R,類別資料分析,吳建華,5-234,科學609A
MA750R,數理統計 (二),楊奕祐,4-234,科學609A
MA000A,自然科學與人工智慧導論,陳柏年,5-34,科學B06
MA060A,微積分(下),高欣欣,1-78C,科學503
MA112A,微積分(下),李世芳,5-78C,科學503
MA243A,計算機概論(二),蔣益庭,2-78C,科學B06
MA248A,線性代數(二),邵培強,1-5,教學502
MA270A,數學導論,曾培倫,4-1,科學605
MA610A,英文(二),林慧茹,5-56,教學305A
MA612A,英語聽講(二),姜安貞,2-56,全人南棟301
MA778A,微積分(二),楊敏生,1-78C,教學510
MA801A,語文與修辭,陳康芬,4-CD,教學412
MA000B,自然科學與人工智慧導論,陳柏年,5-78,科學B06
MA038B,普通物理,邱國斌,3-78C,科學503
MA060B,微積分(下),王牧民,1-234,科學503
MA112B,微積分(下),李世芳,5-234,懷恩101
MA243B,計算機概論(二),蔣益庭,4-78C,科學B06
MA248B,線性代數(二),邵培強,1-6,教學502
MA610B,英文(二),沈俞君,5-56,懷恩206
MA612B,英語聽講(二),梁立芳,4-34,全人南棟301
MA801B,語文與修辭,林宗昱,2-34,教學310
MA138W,論文, ,,
MA510W,書報討論(四), ,5-6,
MA138T,論文, ,,
MA510T,書報討論(四),林余昭,5-6,科學609A
MA138t,論文, ,,
MA056D,統計學,曾培倫,2-56,科學503
MA202D,數學編輯實作,楊奕祐,3-C,科學504
MA208D,向量微積分,謝天長,2-234,科學503
MA250D,高等微積分(二),呂明杰,5-234,科學605
MA320D,微分方程(一),曾筠茜,2-78C,科學503
MA440D,密碼學,曾筠茜,4-78C,科學605
MA702D,實用英文（二）,彭怡婷,1-12,教學405B
MA056E,統計學,吳裕振,1-56,科學503
MA204E,Python/R大數據資料分析,楊奕祐,1-34B,科學504
MA250E,高等微積分(二),呂明杰,5-56,科學605
MA258E,資料結構,陳興夏,3-678,科學504
MA320E,微分方程(一),曾筠茜,2-5,科學605
MA702E,實用英文（二）,歐怡君,1-12,全人南棟303
MA290G,組合數學,史青林,1-78C,科學605
MA317G,代數學(二),謝天長,1-234,科學605
MA327G,計算數學,邵培強,2-B56,科學504
MA369G,分析緒論,謝天長,5-34,教學502
MA446G,線性代數（三）,王漢宗,2-78C,科學605
MA718I,英語檢定技巧,曾慶宇,2-CD,教學315B
MA179H,實驗設計,吳建華,3-678,科學605
MA326H,數據科學理論與方法,蔣益庭,5-B56,科學504
MA450H,數理統計,鄭秀麗,1-B56,科學605
MA474H,演算法,陳柏年,2-234,科學504
MA691H,資料庫系統,蔣益庭,4-234,科學504
MA314L,複變函數論,李金城,5-B56,科學503
MA347M,品質管制,楊敏生,2-234,科學605
PH000A,自然科學與人工智慧導論,鐘元良,4-34,教學408
PH004A,普通物理(二),徐立義,1-56,教學612
PH038A,普通物理,沈志霖,1-78C,科學103
PH060A,微積分(下),鄭秀麗,2-56,懷恩101
PH145A,普通物理實驗(二),許銓喆,1-234,
PH151A,計算機概論,童若軒,4-12,科學B06
PH608A,普通化學(二),賈緒威,2-234,懷恩105
PH610A,英文(二),孟子辰,5-56,懷恩101
PH612A,英語聽講(二),侯淑惠,3-56,全人南棟402
PH791A,基礎應用數學(二),賴勝宏,3-12,科學409
PH801A,語文與修辭,簡君玲,4-78,懷恩105
PH410V,電子材料科學,邱鏡學,4-678,科學810
PH627V,書報討論(一),院繼祖,1-78,科學211
PH497R,真空技術,吳啟彬,5-234,科學810
PH524R,積體電路製程技術,洪政裕,1-34,科學308
PH532R,二維材料之特性與應用,潘氏江,3-567,科學811
PH627R,書報討論(一),吳啟彬,4-56,科學308
PH627R,書報討論(一),范文維,4-56,科學308
PH776R,半導體元件物理導論,邱寬城,2-78C,科學103
PH000B,自然科學與人工智慧導論,鐘元良,4-12,教學408
PH004B,普通物理(二),徐立義,1-34,教學612
PH060B,微積分(下),謝天長,1-78,懷恩101
PH145B,普通物理實驗(二),許銓喆,2-234,
PH148B,半導體元件發展史,邱寬城,3-8C,科學409
PH151B,計算機概論,童若軒,4-56,科學B06
PH608B,普通化學(二), ,2-567,懷恩207
PH610B,英文(二),郭怡潔,5-56,懷恩103
PH612B,英語聽講(二),羅傑中,1-56,全人南棟401
PH791B,基礎應用數學(二),許銓喆,3-12,教學612
PH801B,語文與修辭,許瑞哲,4-CD,教學417
PH276D,量子物理導論,蔡俊謙,2-6,科學409
PH388D,電磁學(二),賴勝宏,2-5,教學612
PH440D,力學(二),黃定維,1-7,教學502
PH522D,計算物理,邱國斌,1-34,科學811
PH702D,實用英文（二）,周孟穎,1-12,教學810
PH792D,應用數學(二),周志隆,2-34,教學612
PH138W,論文, ,,
PH628W,書報討論(二), ,4-56,
PH138T,論文, ,,
PH628T,書報討論(二),沈志霖,1-56,科學211
PH260E,電子學實驗,吳啟彬,3-567,
PH280E,光電導論,邱國斌,1-8,教學502
PH300E,材料科學導論,王智祥,2-7,科學409
PH388E,電磁學(二),賴勝宏,2-34,科學409
PH397E,電子學,吳啟彬,1-56,科學103
PH702E,實用英文（二）,楊明憲,1-12,教學315A
PH792E,應用數學(二),黃定維,2-5,科學409
PH384G,統計物理,周志隆,1-34,教學502
PH431G,物理專題(一),沈志霖,,
PH543G,理論物理(一),黃定維,5-56,科學811
PH718I,英語檢定技巧,龐美華,4-EF,教學315A
PH789G,量子物理(二),蔡俊謙,1-5,科學409
PH360H,光學實驗,院繼祖,4-678,
PH402H,傅氏光學導論,許怡仁,1-78,教學612
PH494H,光電元件,院繼祖,2-678,教學612
PH509H,光電與材料專題（一）,許銓喆,,
PH518H,奈米材料的特性與應用,沈志霖,3-567,教學612
PH789H,量子物理(二),高崇文,1-34,科學409
PH408L,近代物理史,高崇文,1-5,科學B03
PH411L,量子資訊,周志隆,1-67,科學409
PH414L,光學通論,徐芝珊,2-567,科學811
PH468L,量子人工智慧導論,鐘元良,3-8CD,科學811
PH396M,太空科技與生活,孫維新,3-12,科學103
PH434M,產業講座課程：科技產業講座,沈志霖,4-78,科學103
PH434M,產業講座課程：科技產業講座,賴勝宏,4-78,科學103
PH437M,半導體材料與技術,李文中,2-34,科學811
PH448M,雷射通論,徐芝珊,1-567,科學811
PH483M,量子光學實作,溫文鈺,4-34,
PH483M,量子光學實作,徐芝珊,4-34,
CY303V,分析化學特論,劉文治,1-567,理學420
CY628V,書報討論(二),許毅芝,2-D,生科103
CY852V,化學生物學特論,蘇正元,5-CD,生科103
CY861V,高等專題研究(二),劉文治,,
CY861V,高等專題研究(二),嚴詠聖,,
CY305R,有機金屬化學,嚴詠聖,2-234,理學212
CY382R,有機合成,吳彥谷,4-34,理學214
CY510R,書報討論(四),莊敬,3-2,理學212
CY510R,書報討論(四),王宏文,3-2,理學212
CY622R,書報討論(三),劉文治,1-8,化學104
CY622R,書報討論(三),嚴詠聖,1-8,化學104
CY631R,專題演講（二）,莊敬,3-78,理講堂
CY636R,化學技術 (二),王宏文,1-234,理講堂
CY636R,化學技術 (二),劉文治,1-234,理講堂
CY636R,化學技術 (二),賈緒威,1-234,理講堂
CY640R,高等無機化學,陳志德,2-567,理學212
CY643R,高等分析化學,李承宇,1-567,理學214
CY873R,高等材料化學,王宏文,2-234,理學214
CY000A,自然科學與人工智慧導論,吳炤華,4-56,教學409
CY038A,普通物理,許怡仁,1-34,懷恩203
CY105A,進階化學英文,陳奕儒,4-7,理學212
CY107A,化學實驗(二),嵇郁婷,1-5,理講堂
CY109A,化學實驗(二),嵇郁婷,2-5,理學214
CY110A,化學微積分應用, ,3-C,理學212
CY242A,化學數學, ,3-8,理學212
CY251A,有機化學(一),蔡祐輔,3-567,理學212
CY302A,分析化學(二),劉文治,4-8,理學212
CY610A,英文(二),江麗蓉,5-56,懷恩204
CY612A,英語聽講(二),吳維真,3-12,全人南棟302
CY801A,語文與修辭,林芬芳,5-12,教學618
CY000B,自然科學與人工智慧導論,吳炤華,4-34,教學409
CY038B,普通物理,許怡仁,2-567,懷恩102
CY105B,進階化學英文,陳奕儒,2-8,理講堂
CY107B,化學實驗(二),嵇郁婷,2-1,理學212
CY109B,化學實驗(二),嵇郁婷,1-1,理講堂
CY110B,化學微積分應用,陳欣聰,3-8,化學104
CY242B,化學數學,陳欣聰,3-7,化學104
CY251B,有機化學(一),葉美鈺,1-567,化學104
CY302B,分析化學(二),劉文治,4-C,理學212
CY610B,英文(二),呂家茵,5-56,懷恩104
CY612B,英語聽講(二),梁立芳,4-56,全人南棟301
CY801B,語文與修辭,莊凱雯,3-56,懷恩102
CY138W,論文, ,,
CY510W,書報討論(四),葉瑞銘,2-4,理學420
CY851W,高等專題研究(四),莊敬,,
CY138T,論文, ,,
CY510T,書報討論(四),葉美鈺,2-8,理學212
CY621T,專題演講(四),陳奕儒,3-78,理學214
CY138t,論文, ,,
CY200D,實驗室安全,溫源鈞,3-78,教學502
CY213D,有機化學(三),蔡祐輔,4-56,理講堂
CY241D,物理化學(一),賈緒威,2-56,理講堂
CY3217,前瞻性化學實驗(一)-進階有機分析,陳美宏,5-5,理學212
CY321D,前瞻性化學實驗(一)-進階有機分析,陳美宏,1-5,教學417
CY344D,無機化學(一),陳志德,3-56,理講堂
CY702D,實用英文（二）,曾慶宇,1-12,教學315B
CY235E,高分子化學,葉瑞銘,1-678,理學212
CY241E,物理化學(一),鄭吉豐,2-34,理講堂
CY3237,功能性化學實驗(一)-高分子,陳美宏,5-1,化學104
CY323E,功能性化學實驗(一)-高分子,嵇郁婷,4-1,理學212
CY344E,無機化學(一),嚴詠聖,1-34,理學212
CY702E,實用英文（二）,馮聲福,1-12,教學305A
CY244G,儀器分析(二),李承宇,2-56,教學502
CY249G,有機化學特論,陳奕儒,4-234,化學104
CY311G,專題研究(D),嚴詠聖,,
CY311G,專題研究(D),陳志德,,
CY312G,專題研究(E),陳奕儒,,
CY312G,專題研究(E),賈緒威,,
CY313G,專題研究(F),葉美鈺,,
CY313G,專題研究(F),陳欣聰,,
CY3228,前瞻性化學實驗(二)-儀器分析,陳俊穎,4-5,理學214
CY322G,前瞻性化學實驗(二)-儀器分析,陳俊穎,1-5,理學212
CY376G,有機光譜分析,葉美鈺,5-567,化學104
CY379G,生物化學,李承宇,2-78C,教學502
CY499G,藥物化學,陳惠亭,1-23,化學104
CY244H,儀器分析(二),李承宇,2-34,化學104
CY248H,材料科學(二),王宏文,1-678,理講堂
CY311H,專題研究(D),葉瑞銘,,
CY311H,專題研究(D),李承宇,,
CY312H,專題研究(E),蔡祐輔,,
CY312H,專題研究(E),劉文治,,
CY313H,專題研究(F),莊敬,,
CY313H,專題研究(F),鄭吉豐,,
CY3248,功能性化學實驗(二)-材料儀器分析,陳俊穎,3-5,理學214
CY324H,功能性化學實驗(二)-材料儀器分析,陳俊穎,2-5,教學602
CY441L,進階專題研究(二),王宏文,,
CY441L,進階專題研究(二),莊敬,,
CY516L,計算化學,陳欣聰,5-234,管理102
CY502M,奈米科技導論,鄭吉豐,4-78C,理講堂
PS118R,研究方法論,林瑋芳,4-567,科學714
PS545R,高等心理治療,涂珮瓊,,
PS545R,高等心理治療,黃君瑜,,
PS671R,高等認知心理學,葉理豪,5-234,科學723
PS694R,兒童青少年心理治療,陳韻如,2-567,科學723
PS758R,高等健康心理學,涂珮瓊,1-567,科學715
PS000A,自然科學與人工智慧導論,林立中,5-78,教學408
PS060A,微積分(下),王牧民,1-56,懷恩106
PS610A,英文(二),王建文,5-56,懷恩102
PS612A,英語聽講(二),歐怡君,1-CD,全人南棟301
PS712A,心理及教育統計學(下),黃麗嬌,2-234,科學707
PS714A,普通心理學(下),鄭谷苑,5-234,科學708
PS801A,語文與修辭,葉嘉中,3-12,教學812
PS060B,微積分(下),吳裕振,1-34,懷恩104
PS610B,英文(二),張若妍,5-56,教學418
PS612B,英語聽講(二),陳佩萱,2-34,全人南棟401
PS712B,心理及教育統計學(下),黃麗嬌,2-567,科學707
PS7146,普通心理學(下),林瑋芳,2-234,科學708
PS714B,普通心理學(下),李怡真,1-567,科學708
PS726B,運算思維與程式設計,林文漢,4-78,教學715
PS801B,語文與修辭,陳惠鈴,2-12,教學409
PS138T,論文, ,,
PS185T,專題研究, , ,
PS534T,高等認知行為治療,洪福建,3-8CD,科學810
PS534T,高等認知行為治療,梁記雯,3-8CD,科學810
PS544T,高等臨床神經心理衡鑑,張馨德,1-234,科學723
PS552T,睡眠障礙衡鑑與治療,詹雅雯,3-8CD,科學715
PS553T,臨床心理見習,黃君瑜,4-234,
PS553T,臨床心理見習,涂珮瓊,4-234,
PS695T,心理衡鑑實作（二）,洪福建,1-567,科學723
PS695T,心理衡鑑實作（二）,梁記雯,1-567,科學723
PS756T,臨床心理實習(二),涂珮瓊,,
PS756T,臨床心理實習(二),黃君瑜,,
PS756T,臨床心理實習(二),張馨德,,
PS756T,臨床心理實習(二),洪福建,,
PS756T,臨床心理實習(二),詹雅雯,,
PS756T,臨床心理實習(二),梁記雯,,
PS775T,高等組織行為學,周婉茹,2-234,科學723
PS244D,行為治療原理,鍾世明,1-234,科學103
PS292D,心理測驗(下),林立中,5-56,科學707
PS346D,變態心理學,詹雅雯,1-234,科學707
PS702D,實用英文（二）,歐貞秀,1-12,教學415B
PS722D,心理實驗法(下),鄭谷苑,4-234,科學707
PS724D,心理實驗法實驗(下),鄭谷苑,2-78C,科學B03
PS724D,心理實驗法實驗(下),葉理豪,2-78C,科學B03
PS724D,心理實驗法實驗(下),張馨德,2-78C,科學B03
PS725D,心理測驗實驗,林立中,4-8CD,科學707
PS270E,心理學大師文選,曾志朗,4-567,全人南棟618
PS292E,心理測驗(下),林立中,5-34,科學707
PS472E,諮商理論與技術,張捷,2-DEF,科學707
PS702E,實用英文（二）,王建文,1-12,懷恩206
PS722E,心理實驗法(下),鄭谷苑,4-567,科學707
PS724E,心理實驗法實驗(下),葉理豪,2-B65,科學B03
PS724E,心理實驗法實驗(下),張馨德,2-B65,科學B03
PS724E,心理實驗法實驗(下),鄭谷苑,2-B65,科學B03
PS725E,心理測驗實驗,林立中,3-8CD,科學707
PS216G,認知心理學,葉理豪,4-234,科學708
PS320G,人格心理學,李怡真,4-567,科學812
PS326G,心理學專題實作(下),陳韻如,,
PS326G,心理學專題實作(下),周婉茹,,
PS326G,心理學專題實作(下),李怡真,,
PS326G,心理學專題實作(下),林瑋芳,,
PS326G,心理學專題實作(下),張馨德,,
PS326G,心理學專題實作(下),洪福建,,
PS326G,心理學專題實作(下),林立中,,
PS326G,心理學專題實作(下),鄭谷苑,,
PS338G,臨床心理衡鑑原理, ,3-CDE,科學723
PS351G,統計軟體應用,黃麗嬌,4-234,科學810
PS375G,犯罪心理學,謝宜儒,3-567,科學708
PS384G,兒童偏差行為,陳韻如,1-567,科學707
PS405G,臨床神經心理學研究導論,張馨德,3-2,科學707
PS537G,動力取向精神醫學,陳淵渝,1-234,科學708
PS672G,科技與人文講座,張馨德,5-3,
PS751G,學習輔導,黃子安,2-CD,科學811
PS033H,新時代員工訓練與職涯規劃,陳皓怡,1-678,科學810
PS033H,新時代員工訓練與職涯規劃,趙安安,1-678,科學810
PS034H,社會服務與職業重建：原理與實務,陳韻如,3-12,科學810
PS034H,社會服務與職業重建：原理與實務,林龍森,3-12,科學810
PS216H,認知心理學,葉理豪,4-678,科學708
PS249H,助人專業倫理,詹雅雯,4-8CD,科學812
PS313H,現代精神醫學與心理學,詹佳祥,5-34,科學B03
PS320H,人格心理學,李怡真,4-234,科學812
PS372H,老年心理學,李明芝,3-567,科學707
PS471H,人事心理學,周婉茹,3-8CD,科學812
PS551H,心理藥物學,許元彰,5-34,科學811
PS041L,心智化理論與應用,黃君瑜,2-567,科學810
PS311L,人際關係與溝通應用,林瑋芳,4-234,科學B03
PS409L,華人領導專題,周婉茹,1-567,科學609A
PS417M,情緒與語言,陳永儀,5-567,科學810
PS417M,情緒與語言,鄭谷苑,5-567,科學810
PS511M,災難與創傷心理學,洪福建,2-567,科學708
BT506R,高等遺傳學,陳中庸,1-234,生科101
BT517R,細胞生化學,林淑容,1-56,生科101
BT517R,細胞生化學,林琦鑫,1-56,生科101
BT519R,細胞分子生物學,招名威,2-34,生科101
BT528R,食品毒理學,招名威,3-56,生科101
